Middle layer Super Output Areas Code,Middle layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E02007009,Lewisham 041,3,"Asian, Asian British or Asian Welsh: Indian",173
E02007009,Lewisham 041,4,"Asian, Asian British or Asian Welsh: Pakistani",59
E02007009,Lewisham 041,5,"Asian, Asian British or Asian Welsh: Other Asian",368
E02007009,Lewisham 041,6,"Black, Black British, Black Welsh, Caribbean or African: African",1016
E02007009,Lewisham 041,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1124
E02007009,Lewisham 041,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",392
E02007009,Lewisham 041,9,Mixed or Multiple ethnic groups: White and Asian,97
E02007009,Lewisham 041,10,Mixed or Multiple ethnic groups: White and Black African,114
E02007009,Lewisham 041,11,Mixed or Multiple ethnic groups: White and Black Caribbean,326
E02007009,Lewisham 041,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,222
E02007009,Lewisham 041,13,"White: English, Welsh, Scottish, Northern Irish or British",2722
E02007009,Lewisham 041,14,White: Irish,141
E02007009,Lewisham 041,15,White: Gypsy or Irish Traveller,10
E02007009,Lewisham 041,16,White: Roma,39
E02007009,Lewisham 041,17,White: Other White,1315
E02007009,Lewisham 041,18,Other ethnic group: Arab,84
E02007009,Lewisham 041,19,Other ethnic group: Any other ethnic group,404
E02007017,Redbridge 037,-8,Does not apply,0
E02007017,Redbridge 037,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1283
E02007017,Redbridge 037,2,"Asian, Asian British or Asian Welsh: Chinese",41
E02007017,Redbridge 037,3,"Asian, Asian British or Asian Welsh: Indian",1310
E02007017,Redbridge 037,4,"Asian, Asian British or Asian Welsh: Pakistani",1155
E02007017,Redbridge 037,5,"Asian, Asian British or Asian Welsh: Other Asian",450
E02007017,Redbridge 037,6,"Black, Black British, Black Welsh, Caribbean or African: African",735
E02007017,Redbridge 037,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",396
E02007017,Redbridge 037,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",154
E02007017,Redbridge 037,9,Mixed or Multiple ethnic groups: White and Asian,102
E02007017,Redbridge 037,10,Mixed or Multiple ethnic groups: White and Black African,50
E02007017,Redbridge 037,11,Mixed or Multiple ethnic groups: White and Black Caribbean,100
E02007017,Redbridge 037,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,145
E02007017,Redbridge 037,13,"White: English, Welsh, Scottish, Northern Irish or British",1870
E02007017,Redbridge 037,14,White: Irish,63
E02007017,Redbridge 037,15,White: Gypsy or Irish Traveller,4
E02007017,Redbridge 037,16,White: Roma,7
E02007017,Redbridge 037,17,White: Other White,532
E02007017,Redbridge 037,18,Other ethnic group: Arab,48
E02007017,Redbridge 037,19,Other ethnic group: Any other ethnic group,373
E02007018,Redbridge 038,-8,Does not apply,0
E02007018,Redbridge 038,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1140
E02007018,Redbridge 038,2,"Asian, Asian British or Asian Welsh: Chinese",31
E02007018,Redbridge 038,3,"Asian, Asian British or Asian Welsh: Indian",934
E02007018,Redbridge 038,4,"Asian, Asian British or Asian Welsh: Pakistani",825
E02007018,Redbridge 038,5,"Asian, Asian British or Asian Welsh: Other Asian",325
E02007018,Redbridge 038,6,"Black, Black British, Black Welsh, Caribbean or African: African",678
E02007018,Redbridge 038,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",382
E02007018,Redbridge 038,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",136
E02007018,Redbridge 038,9,Mixed or Multiple ethnic groups: White and Asian,63
E02007018,Redbridge 038,10,Mixed or Multiple ethnic groups: White and Black African,69
E02007018,Redbridge 038,11,Mixed or Multiple ethnic groups: White and Black Caribbean,101
E02007018,Redbridge 038,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,146
E02007018,Redbridge 038,13,"White: English, Welsh, Scottish, Northern Irish or British",1256
E02007018,Redbridge 038,14,White: Irish,56
E02007018,Redbridge 038,15,White: Gypsy or Irish Traveller,0
E02007018,Redbridge 038,16,White: Roma,10
E02007018,Redbridge 038,17,White: Other White,767
E02007018,Redbridge 038,18,Other ethnic group: Arab,55
E02007018,Redbridge 038,19,Other ethnic group: Any other ethnic group,299
E02007019,Redbridge 039,-8,Does not apply,0
E02007019,Redbridge 039,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1176
E02007019,Redbridge 039,2,"Asian, Asian British or Asian Welsh: Chinese",28
E02007019,Redbridge 039,3,"Asian, Asian British or Asian Welsh: Indian",2074
E02007019,Redbridge 039,4,"Asian, Asian British or Asian Welsh: Pakistani",1169
E02007019,Redbridge 039,5,"Asian, Asian British or Asian Welsh: Other Asian",271
E02007019,Redbridge 039,6,"Black, Black British, Black Welsh, Caribbean or African: African",422
E02007019,Redbridge 039,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",174
E02007019,Redbridge 039,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",44
E02007019,Redbridge 039,9,Mixed or Multiple ethnic groups: White and Asian,38
E02007019,Redbridge 039,10,Mixed or Multiple ethnic groups: White and Black African,44
E02007019,Redbridge 039,11,Mixed or Multiple ethnic groups: White and Black Caribbean,44
E02007019,Redbridge 039,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,88
E02007019,Redbridge 039,13,"White: English, Welsh, Scottish, Northern Irish or British",493
E02007019,Redbridge 039,14,White: Irish,14
E02007019,Redbridge 039,15,White: Gypsy or Irish Traveller,4
E02007019,Redbridge 039,16,White: Roma,30
E02007019,Redbridge 039,17,White: Other White,652
E02007019,Redbridge 039,18,Other ethnic group: Arab,44
E02007019,Redbridge 039,19,Other ethnic group: Any other ethnic group,354
E02007020,Redbridge 040,-8,Does not apply,0
E02007020,Redbridge 040,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1132
E02007020,Redbridge 040,2,"Asian, Asian British or Asian Welsh: Chinese",21
E02007020,Redbridge 040,3,"Asian, Asian British or Asian Welsh: Indian",2000
E02007020,Redbridge 040,4,"Asian, Asian British or Asian Welsh: Pakistani",3058
E02007020,Redbridge 040,5,"Asian, Asian British or Asian Welsh: Other Asian",596
E02007020,Redbridge 040,6,"Black, Black British, Black Welsh, Caribbean or African: African",535
E02007020,Redbridge 040,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",259
E02007020,Redbridge 040,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",98
E02007020,Redbridge 040,9,Mixed or Multiple ethnic groups: White and Asian,58
E02007020,Redbridge 040,10,Mixed or Multiple ethnic groups: White and Black African,32
E02007020,Redbridge 040,11,Mixed or Multiple ethnic groups: White and Black Caribbean,82
E02007020,Redbridge 040,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,90
E02007020,Redbridge 040,13,"White: English, Welsh, Scottish, Northern Irish or British",496
E02007020,Redbridge 040,14,White: Irish,29
E02007020,Redbridge 040,15,White: Gypsy or Irish Traveller,7
E02007020,Redbridge 040,16,White: Roma,62
E02007020,Redbridge 040,17,White: Other White,634
E02007020,Redbridge 040,18,Other ethnic group: Arab,80
E02007020,Redbridge 040,19,Other ethnic group: Any other ethnic group,572
E02007083,Wandsworth 038,-8,Does not apply,0
E02007083,Wandsworth 038,1,"Asian, Asian British or Asian Welsh: Bangladeshi",17
E02007083,Wandsworth 038,2,"Asian, Asian British or Asian Welsh: Chinese",425
E02007083,Wandsworth 038,3,"Asian, Asian British or Asian Welsh: Indian",261
E02007083,Wandsworth 038,4,"Asian, Asian British or Asian Welsh: Pakistani",150
E02007083,Wandsworth 038,5,"Asian, Asian British or Asian Welsh: Other Asian",301
E02007083,Wandsworth 038,6,"Black, Black British, Black Welsh, Caribbean or African: African",475
E02007083,Wandsworth 038,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",197
E02007083,Wandsworth 038,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",117
E02007083,Wandsworth 038,9,Mixed or Multiple ethnic groups: White and Asian,175
E02007083,Wandsworth 038,10,Mixed or Multiple ethnic groups: White and Black African,57
E02007083,Wandsworth 038,11,Mixed or Multiple ethnic groups: White and Black Caribbean,120
E02007083,Wandsworth 038,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,188
E02007083,Wandsworth 038,13,"White: English, Welsh, Scottish, Northern Irish or British",2243
E02007083,Wandsworth 038,14,White: Irish,120
E02007083,Wandsworth 038,15,White: Gypsy or Irish Traveller,4
E02007083,Wandsworth 038,16,White: Roma,71
E02007083,Wandsworth 038,17,White: Other White,2164
E02007083,Wandsworth 038,18,Other ethnic group: Arab,317
E02007083,Wandsworth 038,19,Other ethnic group: Any other ethnic group,309
E02007084,Wandsworth 039,-8,Does not apply,0
E02007084,Wandsworth 039,1,"Asian, Asian British or Asian Welsh: Bangladeshi",76
E02007084,Wandsworth 039,2,"Asian, Asian British or Asian Welsh: Chinese",150
E02007084,Wandsworth 039,3,"Asian, Asian British or Asian Welsh: Indian",142
E02007084,Wandsworth 039,4,"Asian, Asian British or Asian Welsh: Pakistani",390
E02007084,Wandsworth 039,5,"Asian, Asian British or Asian Welsh: Other Asian",385
E02007084,Wandsworth 039,6,"Black, Black British, Black Welsh, Caribbean or African: African",1508
E02007084,Wandsworth 039,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",697
E02007084,Wandsworth 039,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",330
E02007084,Wandsworth 039,9,Mixed or Multiple ethnic groups: White and Asian,123
E02007084,Wandsworth 039,10,Mixed or Multiple ethnic groups: White and Black African,92
E02007084,Wandsworth 039,11,Mixed or Multiple ethnic groups: White and Black Caribbean,229
E02007084,Wandsworth 039,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,248
E02007084,Wandsworth 039,13,"White: English, Welsh, Scottish, Northern Irish or British",2903
E02007084,Wandsworth 039,14,White: Irish,165
E02007084,Wandsworth 039,15,White: Gypsy or Irish Traveller,4
E02007084,Wandsworth 039,16,White: Roma,119
E02007084,Wandsworth 039,17,White: Other White,1703
E02007084,Wandsworth 039,18,Other ethnic group: Arab,149
E02007084,Wandsworth 039,19,Other ethnic group: Any other ethnic group,480
E02007108,Hackney 030,-8,Does not apply,0
E02007108,Hackney 030,1,"Asian, Asian British or Asian Welsh: Bangladeshi",98
E02007108,Hackney 030,2,"Asian, Asian British or Asian Welsh: Chinese",122
E02007108,Hackney 030,3,"Asian, Asian British or Asian Welsh: Indian",196
E02007108,Hackney 030,4,"Asian, Asian British or Asian Welsh: Pakistani",40
E02007108,Hackney 030,5,"Asian, Asian British or Asian Welsh: Other Asian",124
E02007108,Hackney 030,6,"Black, Black British, Black Welsh, Caribbean or African: African",335
E02007108,Hackney 030,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",246
E02007108,Hackney 030,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",78
E02007108,Hackney 030,9,Mixed or Multiple ethnic groups: White and Asian,112
E02007108,Hackney 030,10,Mixed or Multiple ethnic groups: White and Black African,49
E02007108,Hackney 030,11,Mixed or Multiple ethnic groups: White and Black Caribbean,97
E02007108,Hackney 030,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,190
E02007108,Hackney 030,13,"White: English, Welsh, Scottish, Northern Irish or British",2239
E02007108,Hackney 030,14,White: Irish,173
E02007108,Hackney 030,15,White: Gypsy or Irish Traveller,5
E02007108,Hackney 030,16,White: Roma,31
E02007108,Hackney 030,17,White: Other White,1432
E02007108,Hackney 030,18,Other ethnic group: Arab,41
E02007108,Hackney 030,19,Other ethnic group: Any other ethnic group,332
E02007109,Hackney 031,-8,Does not apply,0
E02007109,Hackney 031,1,"Asian, Asian British or Asian Welsh: Bangladeshi",140
E02007109,Hackney 031,2,"Asian, Asian British or Asian Welsh: Chinese",136
E02007109,Hackney 031,3,"Asian, Asian British or Asian Welsh: Indian",196
E02007109,Hackney 031,4,"Asian, Asian British or Asian Welsh: Pakistani",37
E02007109,Hackney 031,5,"Asian, Asian British or Asian Welsh: Other Asian",151
E02007109,Hackney 031,6,"Black, Black British, Black Welsh, Caribbean or African: African",656
E02007109,Hackney 031,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",472
E02007109,Hackney 031,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",220
E02007109,Hackney 031,9,Mixed or Multiple ethnic groups: White and Asian,121
E02007109,Hackney 031,10,Mixed or Multiple ethnic groups: White and Black African,81
E02007109,Hackney 031,11,Mixed or Multiple ethnic groups: White and Black Caribbean,120
E02007109,Hackney 031,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,193
E02007109,Hackney 031,13,"White: English, Welsh, Scottish, Northern Irish or British",2836
E02007109,Hackney 031,14,White: Irish,183
E02007109,Hackney 031,15,White: Gypsy or Irish Traveller,5
E02007109,Hackney 031,16,White: Roma,29
E02007109,Hackney 031,17,White: Other White,1323
E02007109,Hackney 031,18,Other ethnic group: Arab,103
E02007109,Hackney 031,19,Other ethnic group: Any other ethnic group,609
E02007110,Hackney 032,-8,Does not apply,0
E02007110,Hackney 032,1,"Asian, Asian British or Asian Welsh: Bangladeshi",117
E02007110,Hackney 032,2,"Asian, Asian British or Asian Welsh: Chinese",324
E02007110,Hackney 032,3,"Asian, Asian British or Asian Welsh: Indian",179
E02007110,Hackney 032,4,"Asian, Asian British or Asian Welsh: Pakistani",37
E02007110,Hackney 032,5,"Asian, Asian British or Asian Welsh: Other Asian",234
E02007110,Hackney 032,6,"Black, Black British, Black Welsh, Caribbean or African: African",819
E02007110,Hackney 032,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",285
E02007110,Hackney 032,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",207
E02007110,Hackney 032,9,Mixed or Multiple ethnic groups: White and Asian,115
E02007110,Hackney 032,10,Mixed or Multiple ethnic groups: White and Black African,79
E02007110,Hackney 032,11,Mixed or Multiple ethnic groups: White and Black Caribbean,117
E02007110,Hackney 032,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,206
E02007110,Hackney 032,13,"White: English, Welsh, Scottish, Northern Irish or British",1904
E02007110,Hackney 032,14,White: Irish,142
E02007110,Hackney 032,15,White: Gypsy or Irish Traveller,2
E02007110,Hackney 032,16,White: Roma,35
E02007110,Hackney 032,17,White: Other White,1791
E02007110,Hackney 032,18,Other ethnic group: Arab,111
E02007110,Hackney 032,19,Other ethnic group: Any other ethnic group,626
E02007111,Hackney 033,-8,Does not apply,0
E02007111,Hackney 033,1,"Asian, Asian British or Asian Welsh: Bangladeshi",79
E02007111,Hackney 033,2,"Asian, Asian British or Asian Welsh: Chinese",320
E02007111,Hackney 033,3,"Asian, Asian British or Asian Welsh: Indian",183
E02007111,Hackney 033,4,"Asian, Asian British or Asian Welsh: Pakistani",45
E02007111,Hackney 033,5,"Asian, Asian British or Asian Welsh: Other Asian",190
E02007111,Hackney 033,6,"Black, Black British, Black Welsh, Caribbean or African: African",488
E02007111,Hackney 033,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",219
E02007111,Hackney 033,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",107
E02007111,Hackney 033,9,Mixed or Multiple ethnic groups: White and Asian,111
E02007111,Hackney 033,10,Mixed or Multiple ethnic groups: White and Black African,58
E02007111,Hackney 033,11,Mixed or Multiple ethnic groups: White and Black Caribbean,86
E02007111,Hackney 033,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,176
E02007111,Hackney 033,13,"White: English, Welsh, Scottish, Northern Irish or British",1632
E02007111,Hackney 033,14,White: Irish,142
E02007111,Hackney 033,15,White: Gypsy or Irish Traveller,9
E02007111,Hackney 033,16,White: Roma,43
E02007111,Hackney 033,17,White: Other White,1617
E02007111,Hackney 033,18,Other ethnic group: Arab,82
E02007111,Hackney 033,19,Other ethnic group: Any other ethnic group,362
E02007112,Tower Hamlets 034,-8,Does not apply,0
E02007112,Tower Hamlets 034,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1014
E02007112,Tower Hamlets 034,2,"Asian, Asian British or Asian Welsh: Chinese",585
E02007112,Tower Hamlets 034,3,"Asian, Asian British or Asian Welsh: Indian",510
E02007112,Tower Hamlets 034,4,"Asian, Asian British or Asian Welsh: Pakistani",99
E02007112,Tower Hamlets 034,5,"Asian, Asian British or Asian Welsh: Other Asian",206
